symbol,category,PE_ratio,perc_high,perc_low,close_price,sma200,sma100,sma50,sma20,sma10,bollinger_signal,rsi_signal,stoch_signal,supertrend_signal
OSIAHYPER,small,16.87,,3.906646372399795,20.01,,,22.841400000000007,21.278000000000002,20.588,,buy,,probability to fall more
BRNL,small,1.27,,4.341603053435115,26.27,,40.315,35.0576,30.399,27.774,,buy,,probability to fall more
AXITA,small,1002.23,,1.0022271714922033,8.99,11.88955,9.914699999999995,9.5394,9.199,9.015,hold,buy,buy,probability to fall more
PURVFLEXI,small,10.12,,0.3472222222222222,,,,,,,,,,
UMAEXPORTS,small,57.47,,4.899930986887502,59.57,,80.3507,69.61080000000001,62.66249999999999,59.81000000000002,,buy,,probability to fall more
LAKSHYA,small,17.74,,3.4246575342465753,,,,,,,,,,
GOLDKART,small,107.81,4.8266485384092475,,,,,,,,,,,
COMSYN,small,31.23,3.2873109796186726,,133.82,,86.13709999999998,106.3656,123.59350000000002,130.33299999999997,,sell,,probability to rise more
FONEBOX,small,18.38,,3.312500000000007,,,,,,,,,,
AISL,small,11.27,,4.7517351841964635,,,,,,,,,,
HOMESFY,small,67.81,,1.048951048951049,,,,,,,,,,
JAINAM,small,31.2,4.761904761904762,,,,,,,,,,,
REGENCERAM,small,45.98,,4.485981308411214,53.26,,,43.240400000000015,42.49050000000001,45.765,,sell,,probability to rise more
MCON,small,34.4,,2.069614299153342,,,,,,,,,,
GICL,small,61.7,2.5409836065573725,,,,,,,,,,,
CADSYS,small,,,2.783725910064244,,,,,,,,,,
ARSHIYA,small,,,2.9661016949152663,,,,,,,,,,
TRIDHYA,small,,,2.356020942408373,,,,,,,,,,
GANGAFORGE,small,55.0,,4.75000000000001,4.11,,5.0841,4.666200000000001,4.3,4.247999999999999,,hold,,probability to fall more
HOACFOODS,small,55.71,2.3255813953488373,,,,,,,,,,,
YCCL,small,15.48,,1.5564202334630433,,,,,,,,,,
VASA,small,,,4.285714285714283,,,,,,,,,,
